,Canada,India,Israel,Mexico,Argentina,Brazil,"Hong Kong SAR, China",European Union,Germany,United Kingdom,Indonesia,China,Japan,United States,Russian Federation,United Arab Emirates
2000,0.0491776271928404,0.0384099115681285,0.0745518207977373,0.0494245371467422,-0.0078899893905691,0.0438794944267383,0.0766346261275292,0.0390371138654604,0.0289518694712132,0.0343747162195275,0.049200677470169006,0.08491508491508451,0.027796328252757505,0.04127484013558529,0.100000668157438,0.10852704212598602
2001,0.0140552759630168,0.0482396626390644,0.00118821461013411,-0.00404390126692846,-0.0440883968258557,0.0138989640325894,0.0056085877849480405,0.0218886705253121,0.016977323608663795,0.029743636803153797,0.0364346644721493,0.0833991054985508,0.00406335903186886,0.009983407946565,0.051000512251462495,0.013990850303263
2002,0.0342214614922985,0.0380397532137577,-0.000148606388066952,-0.000398444814685348,-0.108944848285903,0.0305346185795254,0.0165665357481389,0.011230808115449499,-0.0019845906272884396,0.0232435110202924,0.0449947539085764,0.0913064594463357,0.0011799277676334402,0.017416952497298,0.04699991908866139,0.024334568103615603
2003,0.0381109019636681,0.07860381475532591,0.00970458595661455,0.0144638268370363,0.0883704079576924,0.0114082899810009,0.0305628534472791,0.009278806983828929,-0.00713533477235572,0.0328637757120269,0.04780369121676539,0.10035603026257099,0.015282201481589198,0.0286121076741024,0.0729995234455738,0.08800540814864322
2004,0.039140287539473795,0.07922936612865031,0.0418588231834032,0.0392059081028791,0.0902957330068155,0.057599646387177496,0.0870006536399657,0.0260322183807389,0.011899149003433503,0.023739514407796803,0.05030873945016849,0.101112234580385,0.022046878823171297,0.0379889112662393,0.0719994786981049,0.09566436637161618
2005,0.0499586090263904,0.0792343062149763,0.0391169333203911,0.0230780706591736,0.08851659920134351,0.0320213137990235,0.0738812786484245,0.0193036700224005,0.007218537649667241,0.031797289240596494,0.0569257130383384,0.11395775941230699,0.016626704051840004,0.0351321379665302,0.0639996544796642,0.0485514119630905
2006,0.0416581760729689,0.0806073257303272,0.0556443510658072,0.0449507789421408,0.08047151500430269,0.039619887218498906,0.0703262264226861,0.034954192738557,0.0381458790454661,0.0278832455947308,0.055009517852034805,0.127194790206907,0.014200065560444598,0.0285497229170015,0.08200068254953641,0.09837319773484891
2007,0.06868608862651839,0.0766081506504928,0.0577348255543507,0.022914457142980196,0.09007650875047571,0.060698706077183695,0.0646470795853966,0.03154082412884279,0.029840772731659197,0.0243055321242285,0.0634502222667214,0.142313880356882,0.016541838811696897,0.018761714584669298,0.08499977768471402,0.031843901736724
2008,0.0100762267839971,0.030866980595328903,0.029964830606157403,0.011435845871939798,0.0405723310346406,0.0509419544732717,0.021279559098089203,0.0064584514043130505,0.0096226644174557,-0.00281153589519334,0.0601370360009123,0.09654289372599109,-0.010935406004074898,-0.00136579805460741,0.051999692650801295,0.0319183627610384
2009,-0.0292840018378425,0.0786188883303498,0.009242626054504939,-0.0528574413681748,-0.0591852507634947,-0.0012581199941486397,-0.0245908251876125,-0.0432982586138098,-0.0569715162828702,-0.0424782174662953,0.046288711825615406,0.09399813171415189,-0.054164127967366395,-0.0253675706585665,-0.07799993913456889,-0.05242921906675901
2010,0.030894946435811504,0.0849758470158106,0.056011376707904105,0.0511811814321162,0.101253981561002,0.0752822583005563,0.0676767388348397,0.0219538212792128,0.041789690378929,0.019495214818078203,0.0622385418062366,0.106361404632298,0.0419173925858955,0.025637665587658103,0.04500000000014501,0.016028099606822898
2011,0.0314688136648287,0.05241344742885401,0.047834974887954004,0.036630079295009395,0.060039516928057896,0.0397442540583816,0.048146761443489804,0.018403183367316,0.0392413341771297,0.0154014736820638,0.0616978420771008,0.09550914090010171,-0.00115421339717841,0.015508355056815602,0.0430002918578833,0.0693027162943835
2012,0.0176222254955427,0.0545635895072287,0.022572375479441603,0.0364232267941347,-0.0102642045443208,0.0192115031836302,0.017002747714417298,-0.00742956810111991,0.0041955108005358,0.014789239471568,0.060300506530561196,0.07859627493285169,0.014950895859492599,0.022495458523699302,0.0402408615717977,0.044846260849087
2013,0.0232912252230449,0.06386106400948251,0.0414805455171508,0.013540919615167901,0.0240532378079436,0.0300484630505706,0.0310154977999942,-0.000575096583778532,0.00428243261672193,0.0213948570108317,0.05557263688910131,0.0776861528412817,0.020002678411015,0.018420810710110102,0.017554221491628,0.050533458252665496
2014,0.028700360387422096,0.0741022760508852,0.037582001903069706,0.028043401283809707,-0.025126153208139598,0.0050395574024224695,0.027623919976975202,0.015822014470193,0.022256887491492797,0.026074759063105,0.05006668425755,0.0742452365619906,0.00374719476331322,0.024519730353603397,0.00736267221403764,0.042843036857948
2015,0.006591768890112061,0.0799625344413879,0.022900921230342,0.032879915993309396,0.0273115982828946,-0.0354576339269425,0.0238781132673242,0.0235660038497274,0.0173974982269824,0.023555243059579904,0.0487632230022122,0.0704185620085329,0.012229210410807701,0.028809104660521903,-0.019727192264298,0.051059369839469806
2016,0.010013944289760698,0.08256305844175231,0.0398204637527108,0.029105464592934706,-0.0208032784377811,-0.0327591690782192,0.0216947479147412,0.0205040506408807,0.022299999669974705,0.0191815510596298,0.050330691828018,0.06848728422717039,0.00521944455410846,0.015672151699786398,0.0019369007177478198,0.0306096430837654
2017,0.0317072986626918,0.0704382085538124,0.0353670318805928,0.0211808234691182,0.026685903793530297,0.0132286905404399,0.0379100547995139,0.027263168053548396,0.0246503002917808,0.0189207703836381,0.0506978590134916,0.06946200092492791,0.0216829073735609,0.0221701033031884,0.018257900635643403,0.0237353670828252
2018,0.0201363921173214,0.0611958684138214,0.0345370251802824,0.021359581211972203,-0.024817924450927405,0.013172239987079299,0.0286156493383429,0.021467908980041802,0.015274462983098102,0.0134072057725849,0.0516970560898147,0.0675161439114392,0.00323207337907206,0.029273227282108506,0.025363313014478302,0.0118985564163665
2019,0.0165604085428095,0.050238734277170405,0.0351408454632801,-0.00145602324756538,-0.0216295212091666,0.011365855720095802,-0.011882723496098,0.015228859159946102,0.0056417489334184305,0.014086421007320701,0.050247140221696907,0.0610856062651904,0.006541516503127271,0.023335774919428797,0.013418754406611999,0.0167772037080395
